"time","mkid","listpv","listuv","listuiduv","list_ipv","list_ipv_uv","list_ipv_uid_uv","alipay_uv","alipay_count","alipay_fee","gmv_uv","gmv_count","gmv_fee","pt"
"20111101","0","1156034","763382","495571","1361581","379149","254647","16440","19748","2119492.3300000075","20400","28277","3551802.95999992","20111101000000"
"20111101","441","13843","3509","2414","4586","1360","993","76","101","7284.050000000002","95","144","12387.199999999999","20111101000000"
"20111101","541","4","4","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","542","1732380","416715","231750","742511","209277","124749","3966","4478","1479074.8300000045","5390","7042","3641447.739999985","20111101000000"
"20111101","543","456467","83955","46155","133328","36970","22369","217","238","57131.79","405","520","378070.1400000001","20111101000000"
"20111101","544","2439","1075","724","536","261","195","12","14","1611.55","16","22","3119.3","20111101000000"
"20111101","545","2","2","1","1761217","409327","255504","10980","11930","1573044.8300000103","14972","19621","3880855.87999997","20111101000000"
"20111101","546","1674368","303856","167385","1001697","219547","125736","6976","8116","1062950.309999999","9147","12638","1888480.6200000015","20111101000000"
"20111101","548","727798","179148","117557","229314","71066","49541","2596","3392","214007.09999999998","3302","4880","337204.8399999983","20111101000000"
"20111101","549","841","594","539","285","156","152","2","2","97.86","2","2","116.5","20111101000000"
"20111101","550","4","4","3","3","2","2","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","551","844179","132407","79326","223188","63086","41663","1574","1821","90326.88999999993","2219","2968","180156.2599999987","20111101000000"
"20111101","552","930304","150006","82055","274648","78861","44434","1032","1089","241134.35000000015","1679","2239","814570.5100000001","20111101000000"
"20111101","553","9836","2898","1781","4287","1510","973","26","33","4358.49","34","46","9902.0","20111101000000"
"20111101","554","13","2","2","196363","68732","48967","3593","4008","279943.44999999873","4409","5633","446198.1099999982","20111101000000"
"20111101","555","831303","182236","106988","344706","96071","60149","3477","3621","768765.2900000013","4417","5503","1449096.0900000024","20111101000000"
"20111101","557","599974","124057","79578","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","565","4","4","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","568","262675","50515","29326","107023","25100","15443","913","1091","79688.85000000002","1162","1676","121744.95000000003","20111101000000"
"20111101","569","1398477","182991","99492","565584","116272","67450","4909","5924","753347.1900000022","6220","8966","1451697.4600000065","20111101000000"
"20111101","571","608200","108119","67216","312085","68339","44972","2558","3321","410561.5299999997","3224","4803","746019.1000000015","20111101000000"
"20111101","574","1842","818","621","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","575","20984","7464","5449","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","576","407366","78632","45994","118605","31058","19020","788","996","156974.20000000004","999","1388","240365.51999999993","20111101000000"
"20111101","577","489082","81645","48443","156570","39722","25198","935","1110","81871.64000000012","1130","1565","116051.52000000002","20111101000000"
"20111101","578","1001410","293696","229401","326713","139883","121807","84810","117611","5202111.690000265","93425","139441","8093943.430000976","20111101000000"
"20111101","581","171661","43350","25246","62882","20292","12072","685","731","55257.82000000003","893","1126","141446.36999999997","20111101000000"
"20111101","582","88105","38083","26367","16025","7812","5866","152","177","31929.929999999993","184","244","65983.28","20111101000000"
"20111101","808","67102","22158","14046","12483","5944","4234","2","2","125.0","4","4","306.0","20111101000000"
"20111101","817","1064857","142976","76878","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","835","146921","47628","29095","55938","17843","11329","335","346","54469.740000000005","421","515","82163.09000000007","20111101000000"
"20111101","843","996032","228220","144113","249035","84482","59880","4305","4727","310972.4799999996","5472","6969","488884.1800000019","20111101000000"
"20111101","861","2307404","295032","169607","724638","160364","99379","2438","2991","520517.2100000009","3209","4578","1073721.140000003","20111101000000"
"20111101","869","5087454","572651","342580","1837073","343127","227675","17181","22384","1738160.3700000022","21487","31914","2569069.4499999434","20111101000000"
"20111101","874","18524107","1992575","1136958","7393842","1347823","821251","33401","40717","4410475.559999867","45701","65559","8952307.400000123","20111101000000"
"20111101","885","750935","200268","131384","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","893","6173866","693672","396797","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","894","3487631","372552","215605","964313","222414","142988","6076","6577","618797.6900000026","8215","10805","1359171.2699999928","20111101000000"
"20111101","895","2680410","449504","251965","1240621","280306","169471","12890","15223","1900251.7800000207","16882","23565","3669232.379999987","20111101000000"
"20111101","896","1576813","224747","123189","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","897","565811","84585","47407","215422","50528","30970","2257","2316","279670.80000000005","2975","3761","728338.9700000004","20111101000000"
"20111101","898","1920807","289658","176592","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111101","899","1185252","193029","116595","447174","110744","72794","4178","5560","258949.159999999","5469","8230","526732.3199999975","20111101000000"
"20111101","925","54794","14521","8485","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111101000000"
"20111102","0","1237370","790373","514812","1371159","386192","258578","16770","19758","2258900.9600000028","20789","28233","3878889.109999909","20111102000000"
"20111102","441","13328","3503","2517","4823","1597","1010","81","97","8150.34","99","134","11811.44","20111102000000"
"20111102","541","7","3","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","542","1050342","259570","144187","749597","214219","127836","4061","4618","1431088.7700000016","5504","7403","3513632.2699999856","20111102000000"
"20111102","543","487567","89342","49773","139282","39321","24035","209","223","58578.29000000001","423","537","619790.4000000001","20111102000000"
"20111102","544","2577","1059","719","609","260","197","10","10","618.6","14","14","900.0","20111102000000"
"20111102","545","3","3","2","1754787","408516","258411","10667","11607","1529132.220000005","14638","19119","3697270.8199999677","20111102000000"
"20111102","546","1670127","301728","166341","998656","219076","125607","6687","7867","993837.1600000001","8837","12330","1719708.430000002","20111102000000"
"20111102","548","713077","173547","111929","224603","69698","47852","2531","3379","201066.4799999995","3191","4844","314120.48999999824","20111102000000"
"20111102","549","1018","623","535","425","190","177","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","550","4","4","3","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","551","902450","142937","85738","234640","67015","44025","1636","1852","98458.26000000011","2297","3050","178093.97999999882","20111102000000"
"20111102","552","374626","60933","33371","116261","35246","18742","467","504","120442.26000000002","736","1006","398153.50000000006","20111102000000"
"20111102","553","9329","2864","1776","4237","1490","927","42","47","5321.700000000001","59","84","13386.0","20111102000000"
"20111102","554","2","1","1","203922","71105","50560","3754","4211","284447.6899999993","4570","5801","446689.44999999856","20111102000000"
"20111102","555","498049","112089","65687","331163","93502","58113","3542","3717","781805.8900000014","4449","5636","1581711.26","20111102000000"
"20111102","557","598303","117227","75550","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","565","2","2","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","567","1","1","1","509007","127421","75625","5850","6289","840141.3199999998","8036","10800","1762180.6699999985","20111102000000"
"20111102","568","270006","51824","30563","108921","25427","15873","893","1044","77602.37999999996","1144","1624","122284.52000000003","20111102000000"
"20111102","569","1460371","192231","105329","579573","121047","70767","5042","6059","704400.7400000026","6423","9092","1310450.0400000068","20111102000000"
"20111102","571","728560","133230","84375","363437","81016","53696","2883","3792","476142.2699999995","3628","5414","871432.4800000023","20111102000000"
"20111102","574","1837","877","630","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","575","22364","7810","5725","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","576","422047","82594","48940","118624","32227","20234","759","877","128264.48000000007","961","1306","231290.21999999945","20111102000000"
"20111102","577","531869","89522","54463","165971","43152","27819","940","1170","75260.32","1146","1619","117888.53000000014","20111102000000"
"20111102","578","964418","280095","217516","302900","130950","113901","77140","105883","4383122.820000081","85194","125784","6812662.660000733","20111102000000"
"20111102","579","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","581","204629","55177","34258","75314","24764","16058","758","851","56088.43000000006","990","1269","139540.58999999994","20111102000000"
"20111102","582","91628","41237","28794","15735","7592","5750","136","160","31083.55","167","210","41014.88","20111102000000"
"20111102","808","73174","23928","15055","13564","6417","4552","7","7","1155.34","8","9","1682.01","20111102000000"
"20111102","817","1087890","144054","77824","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","835","156217","52218","32696","57637","19407","12543","273","302","68819.48999999999","362","469","119440.29999999999","20111102000000"
"20111102","843","1018042","233499","147571","258420","86840","61594","4251","4693","305109.8599999996","5510","7142","506428.21000000223","20111102000000"
"20111102","861","2320423","293061","167682","724899","160307","98710","2364","2979","526050.0600000005","3157","4542","1020773.7100000042","20111102000000"
"20111102","869","4833731","567431","337089","1743151","336016","222259","16593","21477","1640969.8900000053","21007","31193","2487408.379999943","20111102000000"
"20111102","872","973597","239928","138448","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","874","18993400","2040021","1161675","7519775","1373094","837344","33259","40670","4351980.629999923","45492","65532","8907796.570000108","20111102000000"
"20111102","885","794835","211718","139057","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","89#","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","893","6312069","706183","405127","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","894","3817351","437064","265024","1051965","249938","163999","6169","6637","739369.1800000027","8381","10872","1623955.3799999868","20111102000000"
"20111102","895","2744600","453979","254975","1254760","279633","171748","12403","14607","1825159.910000023","16390","22926","3474395.6599999866","20111102000000"
"20111102","896","1592523","225918","123237","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","897","553281","79360","44369","207936","48089","29380","2210","2303","284047.39000000013","2880","3643","650243.8600000001","20111102000000"
"20111102","898","2011106","305973","188656","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111102","899","1261386","204635","124609","469104","116401","77168","4156","5625","249873.27999999886","5381","8304","491020.56999999814","20111102000000"
"20111102","925","56008","14937","8850","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111102000000"
"20111103","0","1414950","875237","572044","1604100","463863","308056","17828","21133","2667580.9299999923","22448","30536","4581599.269999912","20111103000000"
"20111103","069","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","441","15293","3971","2792","4740","1393","1049","63","90","6987.140000000002","88","130","9972.889999999998","20111103000000"
"20111103","541","2","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","542","246","119","47","768411","224356","135774","3871","4382","1554153.6700000037","5410","7258","4055498.329999982","20111103000000"
"20111103","543","463399","85907","48322","133888","37856","23249","187","210","62128.90000000004","408","536","523530.7400000002","20111103000000"
"20111103","544","2779","1193","800","565","272","200","8","8","1216.5","9","10","1742.99","20111103000000"
"20111103","546","1674897","307064","168952","948803","210390","121145","5974","6965","900932.85","8028","11164","1568822.090000002","20111103000000"
"20111103","548","656669","161234","104715","206162","64201","44630","2260","2938","176958.96999999988","2883","4245","279180.85999999865","20111103000000"
"20111103","549","295","225","194","100","53","49","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","550","1","1","1","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","551","891687","139422","84438","233289","64706","43368","1561","1801","87205.97000000012","2208","2960","165483.2099999991","20111103000000"
"20111103","552","522568","76690","42655","157322","45545","25505","624","652","142761.37000000005","1035","1397","413342.08999999997","20111103000000"
"20111103","553","9652","2911","1823","3844","1443","933","23","24","2863.5600000000004","34","40","6555.0","20111103000000"
"20111103","555","65","24","14","347697","97336","61330","3369","3509","722478.4700000026","4386","5507","1577969.130000002","20111103000000"
"20111103","557","613786","133183","85244","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","565","3","2","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","568","277343","52537","31306","109839","25826","16257","854","965","73179.31999999996","1113","1575","113216.72000000004","20111103000000"
"20111103","569","1395568","181563","99892","554522","115119","67363","4753","5787","692111.6900000019","6149","8886","1340683.8000000077","20111103000000"
"20111103","571","658256","121753","78330","326969","74394","50121","2409","3143","397654.0099999997","3069","4671","731633.7000000009","20111103000000"
"20111103","574","1492","676","474","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","575","23806","8212","6038","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","576","411977","79062","46687","116925","31123","19293","705","827","67737.59000000008","914","1231","156374.68999999977","20111103000000"
"20111103","577","537439","90384","55009","170062","44831","29182","965","1198","70107.89000000014","1201","1749","127920.30000000006","20111103000000"
"20111103","578","803425","236389","180977","261452","109686","95259","64505","87718","3466173.770000048","71725","105432","6406386.980000801","20111103000000"
"20111103","581","234528","65089","43308","86044","28807","19842","802","881","57211.390000000014","1064","1333","164116.83999999994","20111103000000"
"20111103","582","96539","45507","31884","16001","7756","5828","118","131","22654.26","143","171","29101.549999999996","20111103000000"
"20111103","808","66251","22092","14089","11949","5649","4081","7","7","633.05","7","8","947.61","20111103000000"
"20111103","817","991057","129406","70478","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","835","145321","46890","28655","52824","17636","11294","266","301","45190.380000000005","352","451","72000.97","20111103000000"
"20111103","843","1057386","246689","156657","272048","95441","68617","4419","4846","306279.7699999992","5656","7236","498743.170000001","20111103000000"
"20111103","861","2338759","294346","169797","727232","160602","99836","2419","3063","484175.6200000002","3235","4732","944233.8700000028","20111103000000"
"20111103","869","4750407","568309","339435","1667612","330106","219773","15213","19760","1546970.520000004","19357","28785","2352978.5999999614","20111103000000"
"20111103","872","2936037","674752","381383","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","874","18851808","2092841","1212514","7403683","1384278","854129","30966","37810","4031384.3499999386","43033","61933","8209791.910000076","20111103000000"
"20111103","87<","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","885","768787","203167","136056","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","893","6352890","717425","414140","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","894","3596577","381191","224687","981823","226909","148426","5829","6296","596672.4900000035","8007","10473","1373743.4699999944","20111103000000"
"20111103","895","2728528","465716","265538","1240574","282594","176118","12235","14353","1821086.760000021","16389","23049","3561101.5999999894","20111103000000"
"20111103","896","1607290","229980","127180","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","897","537442","77113","43333","202454","46453","28309","1940","2003","242101.0400000003","2604","3289","570216.81","20111103000000"
"20111103","898","2001588","305681","187765","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","899","1297616","218214","137007","485386","123649","83612","4039","5274","252868.31999999913","5361","8073","553400.5799999988","20111103000000"
"20111103","8y9","2","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","925","60581","15667","9400","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","974","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111103","x74","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111103000000"
"20111104","(98","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","0","1161477","794385","506112","1569208","459476","302208","16822","20909","2966372.2899999833","21340","30109","4835680.869999927","20111104000000"
"20111104","441","13670","3446","2372","4398","1252","948","54","64","4540.87","79","110","9356.810000000001","20111104000000"
"20111104","542","78","47","21","750983","216364","126495","3715","4209","1488830.430000004","5169","6866","3918614.209999982","20111104000000"
"20111104","543","522667","96808","54432","148869","42554","26199","201","220","63187.049999999996","404","523","513880.84000000026","20111104000000"
"20111104","544","2582","1083","733","595","242","190","8","8","628.51","12","15","1464.0","20111104000000"
"20111104","546","1754547","319938","171946","966643","215715","122163","5673","6567","836600.0999999992","7836","10866","1533032.0400000028","20111104000000"
"20111104","547","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","548","698792","171803","111507","216744","68139","47150","2272","2912","178103.80000000005","2906","4306","279470.85999999865","20111104000000"
"20111104","549","473","392","346","114","77","72","1","1","17.29","1","1","20.8","20111104000000"
"20111104","550","2","2","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","551","967748","151337","89689","250525","69323","45942","1528","1767","86762.98000000017","2252","3066","178463.0799999988","20111104000000"
"20111104","552","677505","98000","53881","198027","55728","31750","894","950","157032.09000000005","1351","1813","459096.58","20111104000000"
"20111104","553","8826","2751","1661","3647","1376","865","21","24","3658.81","36","52","8502.0","20111104000000"
"20111104","554","4","1","1","207907","72216","52125","3499","3941","274949.16999999987","4396","5655","445859.15999999875","20111104000000"
"20111104","555","32","18","11","372082","106633","68067","3374","3525","708862.5799999997","4338","5475","1377192.6800000018","20111104000000"
"20111104","556","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","557","574361","112482","73158","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","565","2","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","568","308767","57152","32706","122363","28549","17131","833","989","68013.9800000001","1103","1584","111339.82000000005","20111104000000"
"20111104","569","1375700","182136","98771","543385","113394","65896","4255","5144","598825.280000001","5616","8041","1144431.1000000066","20111104000000"
"20111104","571","659248","123498","79058","324743","74065","49823","2355","3066","394673.9299999998","3007","4510","741005.7700000015","20111104000000"
"20111104","574","1318","634","428","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","575","9957","3553","2732","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","576","424988","83876","50009","119130","32917","20738","745","886","69879.10000000008","946","1263","133133.1300000001","20111104000000"
"20111104","577","558024","92973","54728","170994","45280","28891","860","1075","68860.75000000001","1062","1556","104897.4200000001","20111104000000"
"20111104","578","804750","237072","175411","265971","107667","92028","61252","85267","3257840.3500000453","68317","103015","5709552.190000405","20111104000000"
"20111104","581","202073","55000","33381","72859","24335","15383","670","746","45544.84000000001","879","1137","97823.97","20111104000000"
"20111104","582","98532","44240","30526","17317","8533","6435","129","163","25061.19","153","209","32989.6","20111104000000"
"20111104","8'4","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","808","66815","22364","13691","12480","5864","3941","2","2","101.0","2","2","109.0","20111104000000"
"20111104","817","999647","134418","72353","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","835","139752","42812","25760","51338","15979","10095","242","256","43019.250000000015","321","391","72049.12000000002","20111104000000"
"20111104","843","1017642","238762","149690","255263","87435","61669","3706","4107","255441.7399999989","4877","6353","436997.8200000016","20111104000000"
"20111104","861","2349220","314795","183930","716693","163500","102205","2074","2540","449739.3999999996","2807","4067","984949.3500000031","20111104000000"
"20111104","869","4592908","549282","324308","1617794","317769","208692","14048","18182","1427438.0300000058","18012","26679","2165348.219999974","20111104000000"
"20111104","87$","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","872","3131720","700562","389577","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","874","19116943","2037757","1142722","7509677","1374177","825359","30357","37066","3963124.509999925","42435","61430","8202130.590000091","20111104000000"
"20111104","885","822362","215043","144864","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","893","6117633","699477","390989","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","894","3791027","397187","227645","1025281","234874","149226","5693","6144","625702.6400000023","7891","10307","1381234.1199999922","20111104000000"
"20111104","895","2657497","458538","254793","1199008","275913","167432","10897","12829","1620571.0400000117","14748","20882","3239107.6499999883","20111104000000"
"20111104","896","1584848","226052","121168","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","897","543040","78561","43483","200469","46686","28136","1783","1843","228689.22000000032","2456","3122","543991.86","20111104000000"
"20111104","898","1889338","288914","173716","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","899","1275306","209042","123844","465635","116873","76010","3659","4896","220143.3399999995","4888","7529","459706.7899999981","20111104000000"
"20111104","925","57896","15430","8907","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","961","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","974","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111104","994","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111104000000"
"20111105","(74","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","0","1157558","792668","497929","1551445","450148","290642","16351","19683","2448049.1699999883","20874","29140","4599534.909999915","20111105000000"
"20111105","441","12923","3409","2342","4184","1293","941","55","64","5479.9","74","100","8585.469999999998","20111105000000"
"20111105","541","1","1","1","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","542","70","37","18","803573","228877","132757","3816","4311","1549121.510000002","5350","7177","3997973.149999985","20111105000000"
"20111105","543","513186","95861","52895","147411","41921","25385","208","222","77407.04000000002","414","525","600963.5500000002","20111105000000"
"20111105","544","2116","952","624","499","223","148","6","8","430.12","9","11","969.0","20111105000000"
"20111105","546","1937880","345693","181166","1017302","222882","125798","6152","7159","899330.3899999985","8441","11785","1665465.1200000013","20111105000000"
"20111105","548","668043","164261","105759","211040","65096","44700","2243","2858","164343.83999999976","2858","4118","269937.59999999864","20111105000000"
"20111105","549","397","319","267","145","74","67","0","NULL","NULL","1","1","1.0","20111105000000"
"20111105","550","8","8","5","2","2","1","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","551","1011425","159349","91546","258905","72218","46532","1661","1910","91663.22999999994","2353","3297","181223.22999999876","20111105000000"
"20111105","552","692324","95921","50987","202919","55054","30833","925","985","151023.44000000003","1458","2020","676165.6100000005","20111105000000"
"20111105","553","8972","2861","1700","3957","1434","910","29","35","3066.07","51","67","7021.0","20111105000000"
"20111105","555","20","10","6","366771","102278","64371","3321","3447","719336.9999999998","4279","5339","1483885.4100000001","20111105000000"
"20111105","556","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","557","531562","98678","62990","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","565","2","2","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","568","347780","63072","34901","145468","31702","18598","933","1074","73783.06000000006","1233","1780","215668.41999999958","20111105000000"
"20111105","569","1356227","176680","95874","537375","110279","64454","4376","5399","643661.4799999996","5803","8509","1306756.5800000045","20111105000000"
"20111105","571","574598","104524","65688","289344","64197","42575","2151","2761","335085.41","2800","4177","606474.0800000005","20111105000000"
"20111105","574","1753","771","518","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","575","10932","3941","3000","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","576","414963","81018","48070","122787","32671","20045","672","822","53255.48000000009","897","1287","162724.52999999968","20111105000000"
"20111105","577","598172","96905","55745","179471","46410","28980","905","1111","73187.6000000001","1122","1575","154089.47999999984","20111105000000"
"20111105","578","761942","229757","166344","254465","103902","87498","57972","84499","2959708.2000000374","64466","101019","5483536.710000205","20111105000000"
"20111105","581","221651","60259","36164","80388","26185","16777","737","820","45800.680000000015","977","1298","133974.73000000007","20111105000000"
"20111105","582","98887","45543","30452","16726","8368","6082","117","134","24444.43999999999","155","199","50917.18","20111105000000"
"20111105","8)3","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","808","61846","20145","12220","11384","5283","3682","2","2","1.01","3","3","79.01","20111105000000"
"20111105","817","984752","131653","70647","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","835","141730","42705","25401","51856","15939","9967","257","280","42472.67000000002","329","410","80816.43999999999","20111105000000"
"20111105","843","1023538","238569","147722","259190","88043","61946","3770","4204","260308.8399999992","4987","6530","451593.50000000146","20111105000000"
"20111105","861","2242137","288721","161996","702096","154142","93926","2070","2631","457986.3300000001","2807","4092","910336.1500000024","20111105000000"
"20111105","869","4334227","525783","295298","1504249","298381","189937","13595","17536","1389601.6400000115","17339","25776","2125269.109999987","20111105000000"
"20111105","872","3263945","719212","394386","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","873","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","874","19686159","2029024","1119196","7767572","1370503","816108","32250","39352","4241007.339999882","45226","65573","9142623.7100002","20111105000000"
"20111105","875","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","885","809705","212832","140773","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","893","6122283","700610","384608","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","894","3913010","413169","231946","1062932","240429","150995","5993","6451","626625.1600000036","8343","10951","1359339.7699999956","20111105000000"
"20111105","895","2879138","490959","265507","1306912","293962","176213","12164","14371","1753637.0800000182","16392","23214","3648539.619999979","20111105000000"
"20111105","896","1718663","243958","129656","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","897","589554","84623","46234","217689","50041","30001","1964","2025","247690.4600000003","2687","3471","635780.1100000005","20111105000000"
"20111105","898","1902794","291737","173052","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111105","899","1337599","218652","127791","486435","120835","77982","3955","5085","235665.73999999932","5299","7862","489480.98999999795","20111105000000"
"20111105","925","59413","16370","9344","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20111105000000"
"20111106","0","1140285","782072","495271","1554287","445018","288706","17090","20488","2605409.339999985","21680","30041","4634303.409999913","20111106000000"
